game_id,attendance,venue,officials
401856987,10330,Michelob ULTRA Arena,Amy Bonner|Angelica Suffren|Isaac Barnett
401856988,14612,Moda Center,Randy Richardson|Agon Abazi|RJ Johnson
401856989,9234,Mortgage Matchup Center,Tim Greene|Kelly Broomfield|Ashley Gloss
401856990,17581,Barclays Center,Charles Watson|Tiara Cruse|Sarah Williams
401856991,8210,Coca-Cola Coliseum,Roy Gulbeyan|Marcy Williams|Teresa Stuck
401856992,6251,College Park Center,Tim Greene|Ryan Sassano|Blanca Burns
401856993,10812,Target Center,Gina Cross|Angel Kent|Clare Simmons
401856994,18064,Chase Center,Angelica Suffren|Isaac Barnett|RJ Johnson
401856995,15017,Gainbridge Fieldhouse,Tiara Cruse|Angel Kent|Kelsey Reynolds
401856996,6943,Mohegan Sun Arena,Fatou Cissoko-Stephens|Marcy Williams|Teresa Stuck
401856997,7225,Wintrust Arena,Gina Cross|Toni Patillo|Agon Abazi
401856998,18064,Chase Center,Roy Gulbeyan|Kelly Broomfield|Catherine Chang
401856999,11481,crypto.com Arena,Maj Forsberg|Blanca Burns|Kevin Fahy
401857000,9234,Mortgage Matchup Center,Angelica Suffren|Randy Richardson|Genesis Perrymond
401857001,13084,Moda Center,Isaac Barnett|Jason Alabanza|Josh Reed
401857002,17274,Gainbridge Fieldhouse,Tim Greene|Ashley Gloss|Sarah Williams
401857003,7078,Mohegan Sun Arena,Amy Bonner|Agon Abazi|Ken Jones
401857004,16539,Barclays Center,Ryan Sassano|Clare Simmons|Gerda Gatling
401857005,18064,Chase Center,Randy Richardson|Jason Alabanza|Josh Reed
401857006,17044,State Farm Arena,Roy Gulbeyan|Toni Patillo|Catherine Chang
401857007,9662,Mortgage Matchup Center,Fatou Cissoko-Stephens|Tiara Cruse|Sarah Williams
401857008,6251,College Park Center,Angel Kent|Tyler Mirkovich|Kevin Fahy
401857009,10350,Michelob ULTRA Arena,Charles Watson|Tiara Cruse|Ashley Gloss
401857010,11610,Target Center,Amy Bonner|Agon Abazi|RJ Johnson
401857011,18043,crypto.com Arena,Fatou Cissoko-Stephens|Randy Richardson|Jason Alabanza
401857012,7036,Mohegan Sun Arena,Roy Gulbeyan|Catherine Chang|Josh Reed
401857013,9685,State Farm Arena,Ryan Sassano|Angel Kent|Tyler Mirkovich
401857014,15198,Gainbridge Fieldhouse,Amy Bonner|RJ Johnson|Gerda Gatling
401857015,14200,Climate Pledge Arena,Randy Richardson|Ashley Gloss|Genesis Perrymond
401857016,10274,Michelob ULTRA Arena,Isaac Barnett|Agon Abazi|Kelly Broomfield
401857017,16128,Gainbridge Fieldhouse,Angelica Suffren|Gina Cross|Teresa Stuck
401857018,4200,CareFirst Arena,Roy Gulbeyan|Sarah Williams|Josh Reed
401857019,7468,Wintrust Arena,Amy Bonner|Kelsey Reynolds|RJ Johnson
401857020,0,Chase Center,Tim Greene|Agon Abazi|Genesis Perrymond
401857021,8210,Coca-Cola Coliseum,Toni Patillo|Teresa Stuck|Gerda Gatling
401857022,10295,Michelob ULTRA Arena,Kevin Fahy|Ken Jones|Catherine Chang
401857023,11968,Climate Pledge Arena,Tim Greene|Angel Kent|Jason Alabanza
401857024,7789,Mohegan Sun Arena,Toni Patillo|RJ Johnson|Gerda Gatling
401857025,7228,Wintrust Arena,Isaac Barnett|Ryan Sassano|Josh Reed
401857026,18064,Chase Center,Fatou Cissoko-Stephens|Charles Watson|Catherine Chang
401857027,15687,Scotiabank Arena,Randy Richardson|Agon Abazi|Kelly Broomfield
401857028,16018,Gainbridge Fieldhouse,Isaac Barnett|Ryan Sassano|Kelsey Reynolds
401857029,13643,Climate Pledge Arena,Fatou Cissoko-Stephens|Charles Watson|Ken Jones
401857030,6251,College Park Center,Amy Bonner|Angelica Suffren|Ashley Gloss
401857031,4200,CareFirst Arena,Teresa Stuck|Agon Abazi|Catherine Chang
401857032,11476,United Center,Randy Richardson|Toni Patillo|Gerda Gatling
401857033,18064,Chase Center,Gina Cross|Angel Kent|Kevin Fahy
401857321,15112,Barclays Center,Tim Greene|Tiara Cruse|Isaac Barnett
401857034,4200,CareFirst Arena,Tyler Mirkovich|Ashley Gloss|Jason Alabanza
401857035,14578,PeoplesBank Arena,Fatou Cissoko-Stephens|Charles Watson|Clare Simmons
401857036,10055,Mortgage Matchup Center,Amy Bonner|Kelsey Reynolds|Catherine Chang
401857037,15345,Barclays Center,Tim Greene|Genesis Perrymond|Gerda Gatling
401857038,15837,T-Mobile Arena,Gina Cross|Angel Kent|Kelsey Reynolds
401857039,3596,Gateway Center,Randy Richardson|Ryan Sassano|Sarah Williams
401857040,10251,Climate Pledge Arena,Gina Cross|Kevin Fahy|Ashley Gloss
401857041,8210,Coca-Cola Coliseum,Amy Bonner|Genesis Perrymond|Gerda Gatling
401857042,17796,T-Mobile Arena,Fatou Cissoko-Stephens|Agon Abazi|Clare Simmons
401857043,4200,CareFirst Arena,Tiara Cruse|Toni Patillo|Genesis Perrymond
401857044,10810,Target Center,Angelica Suffren|Ken Jones|Catherine Chang
401857045,12160,crypto.com Arena,Tim Greene|Angel Kent|RJ Johnson
401857046,17532,Barclays Center,Kevin Fahy|Kelsey Reynolds|Ashley Gloss
401857047,9586,Mortgage Matchup Center,Tim Greene|Tyler Mirkovich|Jason Alabanza
401857048,8210,Coca-Cola Coliseum,Angelica Suffren|Marcy Williams|Josh Reed
401857049,8187,Mohegan Sun Arena,Isaac Barnett|Ryan Sassano|Kelly Broomfield
401857050,12939,crypto.com Arena,Amy Bonner|Randy Richardson|Teresa Stuck
401857051,3617,Gateway Center,Tiara Cruse|Blanca Burns|Clare Simmons
401857052,17071,Mortgage Matchup Center,Fatou Cissoko-Stephens|Maj Forsberg|Agon Abazi
401857053,0,Moda Center,Amy Bonner|Charles Watson|Ken Jones
401857054,8546,Mohegan Sun Arena,Kevin Fahy|Kelsey Reynolds|RJ Johnson
401857055,20996,Bell Centre,Tim Greene|Tyler Mirkovich|Kelly Broomfield
401857056,11827,crypto.com Arena,Fatou Cissoko-Stephens|Charles Watson|Ken Jones
401857057,12405,Target Center,Roy Gulbeyan|Maj Forsberg|Agon Abazi
401857059,3577,Gateway Center,Marcy Williams|Isaac Barnett|Ryan Sassano
401857058,10321,Michelob ULTRA Arena,Tiara Cruse|Teresa Stuck|Josh Reed
401857060,12724,Bell Centre,Blanca Burns|Kevin Fahy|Kelsey Reynolds
401857061,4200,CareFirst Arena,Angelica Suffren|Marcy Williams|Tyler Mirkovich
401857062,13236,American Airlines Center,Agon Abazi|Clare Simmons|RJ Johnson
401857063,10513,Michelob ULTRA Arena,Roy Gulbeyan|Amy Bonner|Ashley Gloss
401857064,3592,Gateway Center,Angelica Suffren|Maj Forsberg|Tyler Mirkovich
401857065,10221,Target Center,Fatou Cissoko-Stephens|Charles Watson|Kelly Broomfield
401857066,8917,Mohegan Sun Arena,Angel Kent|Ken Jones|Sarah Williams
401857067,8210,Coca-Cola Coliseum,Isaac Barnett|Teresa Stuck|Catherine Chang
401857068,9025,Wintrust Arena,Maj Forsberg|Randy Richardson|Kelly Broomfield
